118;1630;9.900000;215;small
119;2973;9.900000;162;small
120;2156;9.900000;490;small
121;4902;9.900000;442;small
122;64;9.900000;530;small
123;4034;9.900000;367;small
124;1278;9.900000;266;small
125;3850;9.900000;336;small
126;1453;9.900000;630;small
127;2332;9.900000;229;small
128;2337;9.900000;371;small
129;2810;9.900000;506;small
130;2458;9.900000;327;small
131;1308;9.900000;304;small
132;3137;9.900000;248;small
133;2417;9.900000;351;small
134;5104;9.900000;460;small
135;870;9.900000;340;small
136;1860;9.900000;396;small
137;2640;9.900000;398;small
138;2951;9.900000;508;small
139;1058;9.900000;288;small
140;4063;9.900000;525;small
141;226;9.900000;137;small
142;2803;9.900000;404;small
143;2438;9.900000;554;small
144;4173;9.900000;531;small
145;1153;9.900000;554;small
146;1176;9.900000;508;small
147;2695;9.900000;560;small
148;1770;9.900000;596;small
149;1354;9.900000;611;small
150;4782;9.900000;414;small
151;4842;9.900000;579;small
152;1588;9.900000;546;small
153;5351;9.900000;575;small
154;831;9.900000;541;small
155;981;9.900000;667;small
156;3860;9.900000;613;small
157;231;9.900000;723;small
158;1124;9.900000;582;small
159;870;9.900000;573;small
160;1794;9.900000;500;small
161;1500;9.900000;670;small
162;3051;9.900000;616;small
163;4209;9.900000;593;small
164;1843;9.900000;655;small
165;4730;9.900000;735;small
166;4979;9.900000;788;small
167;1062;9.900000;675;small
168;1171;9.900000;696;small
169;1626;9.900000;686;small
170;4437;9.900000;757;small
171;2576;9.900000;855;small
172;1405;9.900000;778;small
173;1595;9.900000;700;small
174;3187;9.900000;818;small
175;1019;9.900000;788;small
176;1184;9.900000;868;small
177;641;9.900000;788;small
178;921;9.900000;886;small
179;2993;9.900000;796;small
180;368;9.900000;780;small
181;4169;9.900000;922;small
182;770;9.900000;951;small
183;1550;9.900000;803;small
184;4157;9.900000;874;small
185;1260;9.900000;782;small
186;4904;9.900000;885;small
187;529;9.900000;840;small
188;2736;9.900000;872;small
189;3218;9.900000;1008;small
190;5312;9.900000;980;small
191;4950;9.900000;903;small
192;1669;9.900000;1113;small
193;4908;9.900000;997;small
194;4420;9.900000;1047;small
195;1968;9.900000;982;small
196;1510;9.900000;1033;small
197;2648;9.900000;1087;small
198;1754;9.900000;1071;small
199;2051;9.900000;1016;small
200;3353;9.900000;951;small
201;3872;9.900000;791;small
202;2335;9.900000;1091;small
203;56;9.900000;1011;small
204;5311;9.900000;1130;small
205;3174;9.900000;1071;small
206;564;9.900000;1097;small
207;4542;9.900000;1269;small
208;899;9.900000;963;small
209;2640;9.900000;1090;small
210;219;9.900000;1360;small
211;2827;9.900000;1201;small
212;2559;9.900000;1156;small
213;1161;9.900000;1219;small
214;852;9.900000;1276;small
215;4760;9.900000;1078;small
216;1516;9.900000;1166;small
217;3245;9.900000;1136;small
218;2947;9.900000;1288;small
219;1029;9.900000;1425;small
220;4650;9.900000;1250;small
221;1265;9.900000;1237;small
222;259;9.900000;1380;small
223;2450;9.900000;1220;small
224;584;9.900000;1225;small
225;1324;9.900000;1260;small
226;2353;9.900000;1309;small
227;4698;9.900000;1275;small
228;2740;9.900000;1340;small
229;4492;9.900000;1508;small
230;3904;9.900000;1280;small
231;1204;9.900000;1277;small
232;367;9.900000;1534;small
233;1380;9.900000;1550;small
234;957;9.900000;1504;small
235;5015;9.900000;1498;small
236;4606;9.900000;1408;small
237;5324;9.900000;1672;small
238;4409;9.900000;1513;small
239;2998;9.900000;1686;small
240;4281;9.900000;1501;small
241;2020;9.900000;1716;small
242;2374;9.900000;1515;small
243;4154;9.900000;1677;small
244;4784;9.900000;1634;small
245;348;9.900000;1771;small
246;4023;9.900000;1646;small
247;2574;9.900000;1522;small
248;2822;9.900000;1562;small
249;2538;9.900000;1533;small
250;4490;9.900000;1524;small
251;2409;9.900000;1549;small
252;4836;9.900000;1682;small
253;4207;9.900000;1806;small
254;791;9.900000;1703;small
255;5289;9.900000;1799;small
256;3107;9.900000;1580;small
257;1188;9.900000;1767;small
258;4112;9.900000;1788;small
259;4561;9.900000;1715;small
260;3175;9.900000;1616;small
261;2879;9.900000;1746;small
262;4697;9.900000;1874;small
263;5025;9.900000;1965;small
264;1420;9.900000;1925;small
265;4294;9.900000;1889;small
266;4665;9.900000;1897;small
267;338;9.900000;1966;small
268;988;9.900000;1928;small
269;3577;9.900000;1874;small
270;1612;9.900000;1934;small
271;197;9.900000;2023;small
272;5110;9.900000;1936;small
273;3995;9.900000;1978;small
274;4858;9.900000;1989;small
275;5563;9.900000;2025;small
276;4098;9.900000;1906;small
